word	region	IPAs
carbonated	US	[/ˈkɑɹ.bəˌneɪ.təd/]
carbonize	US	[/ˈkɑɹ.bən.aɪz/]
carbuncle	US	[/ˈkɑɹˌbʌŋ.kl̩/]
carburetor	US	[/ˈkɑɹb(j)əˌɹeɪtɚ/]
carcass	US	[/ˈkɑɹkəs/]
card	US	[-ɑː(ɹ)d]
cardboard	US	[/ˈkɑɹdbɔɹd/]
carder	US	[/ˈkɑɹ.dɚ/]
carders	US	[/ˈkɑɹ.dɚz/]
cardiac	US	[/ˈkɑɹdiˌæk/]
cardial	US	[/ˈkɑɹ.di.əl/]
cardinality	US	[/kɑɹdɪnælɪti/]
cards	US	[/kɑɹdz/]
care	US	[/kɛɚ/, [kʰe(ə̯)ɹ], [kʰɛ(ə̯)ɹ]]
cared	US	[/kɛɹd/]
carefree	US	[/ˈkɛɹfɹi/]
careful	US	[/ˈkɛ(ə)ɹfəl/]
carefully	US	[/ˈkɛɹf(ə)li/]
carelessness	US	[/ˈkɛɹləsnəs/]
cares	US	[/kɛɹz/]
cargo	US	[/ˈkɑɹɡoʊ/]
carillon	US	[/ˈkɛɹɪˌlɑn/]
caring	US	[/ˈkɛɹ.ɪŋ/]
Carlos	US	[/ˈkɑɹloʊs/]
carnation	US	[/kɑɹˈneɪ.ʃən/]
carp	US	[/ˈkɑɹp/]
carpal	US	[/ˈkɑɹ.pəl/]
carpet	US	[/ˈkɑɹpət/]
carport	US	[/kɑː(ɹ).pɔːt/]
carrageenan	US	[/ˌkɛɹəˈɡinən/]
cars	US	[/ˈkɑɹz/]
carsick	US	[-ɑː(ɹ)sɪk]
carsickness	US	[/ˈkɑː(ɹ)ˌsɪk.nəs/]
cart	US	[/kɑɹt/]
cartographic	US	[/ˌkɑɹ.təˈɡɹæf.ɪk/]
cartography	US	[/kɑɹˈtɑɡɹəfi/]
cartoon	US	[/kɑɹˈtuːn/]
cartouche	US	[/kɑɹˈtuʃ/]
cartridge	US	[/ˈkɑɹtɹɪd͡ʒ/]
carts	US	[/kɑɹts/]
carve	US	[/kɑɹv/]
carved	US	[/kɑɹvd/]
carver	US	[/ˈkɑɹvɚ/]
carving	US	[/ˈkɑɹvɪŋ/]
casemate	US	[/ˈkeɪsmeɪt/]
cases	US	[/ˈkeɪsɪz/]
cask	US	[/kæsk/]
cassata	US	[/kəˈsɑtə/]
cast	US	[/kæst/]
castaway	US	[/ˈkæs.tə.weɪ/]
caste	US	[/kæst/]
Castilian	US	[/kəˈstɪljən/]
casting	US	[/ˈkæstɪŋ/]
castle	US	[-æsəl]
castling	US	[/ˈkæstlɪŋ/]
Castries	US	[/ˈkæstɹiːz/]
casualty	US	[/ˈkæʒjʊəlti/]
casuistry	US	[/ˈkæʒuːəstɹi/]
catalogue	US	[/ˈkæt.əˌlɔɡ/]
catalogue	US	[/ˈkæt.əˌlɔɡ/]
catalysis	US	[/kəˈtæləsɪs/]
catalyst	US	[/ˈkæt.ə.lɪst/]
catamenia	US	[/kætəˈmiːnɪə/]
catamenial	US	[/kætəˈmiːnɪəl/]
catastrophe	US	[/kəˈtæstɹəfi/]
catechism	US	[/ˈkætɪˌkɪzəm/]
catechize	US	[/ˈkætɪkaɪz/]
categories	US	[/ˈkætəˌɡɔɹiz/]
catenary	US	[/ˈkætəˌnɛɹi/]
cater	US	[/ˈkeɪɾɚ/]
catercorner	US	[/ˈkætəˌkɔɹnɚ/]
caterer	US	[/ˈkeɪtəɹɚ/]
caterwaul	US	[/ˈkæt.ɚ.wɔl/]
catfucker	US	[/ˈkætˌfʌkɚ/]
catgirl	US	[/ˈkætˌɡɜɹl/]
catharsis	US	[/kəˈθɑɹˌsɪs/]
cathartic	US	[-ɑː(ɹ)tɪk]
cathedral	US	[/kəˈθiː.dɹəl/]
catholic	US	[/ˈkæθ(ə)lɪk/]
catholic	US	[/ˈkæθ(ə)lɪk/]
Catilinarian	US	[/ˌkætɪlɪˈnɛəɹiən/]
catnip	US	[/ˈkætnɪp/]
cattle	US	[[ˈkʰæɾ(ə)ɫ]]
Caucasus	US	[/ˈkɔːkəsəs/]
caulk	US	[/kɔk/]
cause	US	[/kɔz/, [kʰɒːz̥]]
caused	US	[/kɔzd/, [kʰɒzd]]
causeway	US	[/ˈkɔːz.weɪ/]
caution	US	[/ˈkɔʃ(ə)n/]
cautionary	US	[/ˈkɔʃəˌnɛɹi/]
cautious	US	[/ˈkɔːʃəs/]
cavalry	US	[/ˈkævəlɹi/]
cavate	US	[/ˈkeɪ.veɪt/]
cavort	US	[/kəˈvɔɹt/]
caw	US	[/kɔ/]
caws	US	[/kɔz/]
CCCP	US	[/si.si.si.piː/]
ceaseless	US	[/ˈsiːsləs/]
cedar	US	[/ˈsi.dɚ/]
celebrate	US	[/ˈsɛl.ə.bɹeɪt/]
celebrated	US	[/ˈsɛl.ə.bɹeɪ.tɪd/]
celebratory	US	[/ˈsɛləbɹəˌtɔːɹi/]
celibate	US	[/ˈsɛləbət/]
cellist	US	[/ˈt͡ʃɛlɪst/]
cello	US	[/ˈt͡ʃɛloʊ/]
cement	US	[/səˈmɛnt/]
cenotaph	US	[/ˈsɛn.əˌtæf/]
censer	US	[/ˈsɛn.sɚ/]
censor	US	[/ˈsɛnsɚ/]
censorship	US	[/ˈsɛnsɚʃɪp/]
census	US	[/ˈsɛnsəs/]
centavo	US	[/sɛnˈtɑːvoʊ/]
centered	US	[/ˈsɛn.təɹd/]
centime	US	[-iːm]
centrality	US	[/sɛnˈtɹæl.ə.ti/, [sɛnˈtɹæl.ə.ɾi]]
centrally	US	[/ˈsɛnt.ɹə.li/]
centre	US	[/ˈsɛn.tɚ/, [ˈsɛ.ɾ̃ɚ]]
centred	US	[/ˈsɛn.təɹd/]
centuries	US	[/ˈsɛn.t͡ʃə.ɹiz/]
cephalad	US	[/ˈsɛfəlæd/]
cereal	US	[/ˈsɪɚ.i.əl/]
ceremonies	US	[/ˈsɛɹɪˌmoʊniz/]
ceremony	US	[/ˈsɛɹ.əˌmoʊ.ni/]
ceremony	US	[/ˈsɛɹ.əˌmoʊ.ni/]
Ceres	US	[/ˈsɪəɹiːz/]
certainty	US	[/ˈsɝtn̩ti/]
certification	US	[/ˌsɝtɪfɪˈkeɪʃən/, [ˌsɝɾɪfɪˈkeɪʃən]]
cervical	US	[/ˈsɝ.vɪk.l̩/]
cetaceous	US	[-eɪʃəs]
chafe	US	[/t͡ʃeɪf/]
chaffinch	US	[/ˈt͡ʃæfɪnt͡ʃ/]
chagrin	US	[/ʃəˈɡɹɪn/]
chair	US	[/t͡ʃɛɚ/]
chairman	US	[/ˈtʃɛɹ.mən/]
chairmanship	US	[/ˈtʃɛɹ.mənˌʃɪp/]
chairs	US	[/t͡ʃɛɹz/]
chalant	US	[/ʃəˈlɑnt/]
chalaza	US	[/kəˈleɪzə/]
chalkboard	US	[/t͡ʃɔk.bɔː(ɹ)d/]
challenged	US	[/ˈt͡ʃæl.ənd͡ʒd/]
chalupa	US	[/t͡ʃəˈluːpə/]
chamber	US	[/ˈt͡ʃeɪmbɚ/]
chambers	US	[/ˈt͡ʃeɪmbɚz/]
chamfer	US	[/ˈt͡ʃæm.fɚ/]
championship	US	[/ˈt͡ʃæmpi.ənʃɪp/]
championships	US	[/ˈt͡ʃæmpi.ənʃɪps/]
chance	US	[/t͡ʃæns/]
chancellery	US	[/ˈt͡ʃænt.slə.ɹi/]
chances	US	[/ˈt͡ʃænsɪz/]
chandelier	US	[/ˌʃæn.dəˈlɪɚ/]
changeling	US	[/ˈt͡ʃeɪnd͡ʒlɪŋ/]
changes	US	[/ˈt͡ʃeɪnd͡ʒɪz/]
changing	US	[/ˈt͡ʃeɪnd͡ʒɪŋ/]
chant	US	[/t͡ʃænt/]
chanteuse	US	[/ʃɑnˈtuːz/]
chaos	US	[/ˈkeɪ.ɑs/]
chaplain	US	[/ˈt͡ʃæp.lɪn/]
chapter	US	[/ˈt͡ʃæptɚ/]
chapters	US	[/ˈt͡ʃæptɚz/]
characteristics	US	[/ˌkɛɹəktəˈɹɪstɪks/]
characterized	US	[/ˈkɛɹəktəɹaɪzd/]
charcoal	US	[/ˈt͡ʃɑɹ.koʊl/]
charcuterie	US	[/ʃɑɹˈkutəɹi/, [ʃɑɹˈkuɾəɹi]]
chard	US	[/t͡ʃɑɹd/]
Chardonnay	US	[/ˌʃɑː(ɹ)dəˈneɪ/]
chardonnay	US	[/ˌʃɑɹ.dnˈeɪ/]
charge	US	[/t͡ʃɑɹd͡ʒ/]
charged	US	[/t͡ʃɑɹd͡ʒd/]
charges	US	[/ˈt͡ʃɑɹd͡ʒɪz/]
charging	US	[/ˈt͡ʃɑɹd͡ʒɪŋ/, [ˈt͡ʃaɹd͡ʒɪŋ]]
charioteer	US	[/ˌt͡ʃɛ.ɹi.əˈtɪɹ/]
charisma	US	[/kəˈɹɪzmə/]
charities	US	[/ˈt͡ʃɛɹətiz/]
Charlemagne	US	[/ˈʃɑɹləˌmeɪn/]
Charleston	US	[/ˈtʃɑɹlstən/]
Charlotte	US	[/ˈʃɑɹlət/]
charlotte	US	[/ˈʃɑɹlət/]
charm	US	[/t͡ʃɑɹm/]
charmed	US	[/t͡ʃɑɹmd/]
charms	US	[/t͡ʃɑɹmz/]
chart	US	[/t͡ʃɑɹt/]
chasm	US	[/ˈkæzəm/]
chatbot	US	[/ˈtʃætbɑt/]
chateau	US	[-əʊ]
cheapen	US	[/ˈtʃiːpən/]
checkitis	US	[/ˌt͡ʃɛkˈaɪt.əs/]
checkmate	US	[/ˈt͡ʃɛkmeɪt/]
cheer	US	[/t͡ʃɪɹ/]
cheerfully	US	[/ˈt͡ʃɪɹfəli/]
cheering	US	[/ˈt͡ʃɪɹɪŋ/]
cheerio	US	[/ˈt͡ʃɪəɹ.i.oʊ/, [ˈt͡ʃiɹi.oʊ̯]]
Cheerios	US	[/ˈt͡ʃɪɹ.i.oʊz/]
cheerleader	US	[/ˈtʃɪə(ɹ)ˌliːdə(ɹ)/]
cheerless	US	[-ɪə(ɹ)ləs]
cheers	US	[/t͡ʃɪɹz/]
cheese	US	[/t͡ʃiz/]
cheezburger	US	[-ɜː(ɹ)ɡə(ɹ)]
Cheka	US	[/ˈtʃɛkə/]
chelate	US	[/ˈtʃɪːˌleɪt/]
chelation	US	[/kiːˈleɪʃən/]
Chelmsford	US	[/t͡ʃɛlmzfəd/]
chemist	US	[/ˈkɛmɪst/]
chemistry	US	[/ˈkɛm.ɪ.stɹi/]
chemo	US	[/ˈkimoʊ/]
chemosterilant	US	[/ˈkɪiməʊ.stɛ.ɹɪlənt/]
chequer	US	[/ˈt͡ʃɛkə/]
chereme	US	[/ˈkɪəɹiːm/]
Cherokee	US	[/ˌt͡ʃɛ.ɹəˈkiː/]
chesticle	US	[/ˈt͡ʃɛs.tɪ.kl̩/]
chevon	US	[/ˈʃɛvən/]
chiasmus	US	[/kaɪˈæzməs/]
chicanery	US	[/ʃɪˈkeɪn(ə)ɹi/]
Chichewa	US	[/t͡ʃɪˈt͡ʃɛwə/]
chickpea	US	[/ˈt͡ʃɪkˌpiː/]
chiffchaff	US	[/ˈt͡ʃɪf.t͡ʃæf/]
childbed	US	[/ˈt͡ʃaɪl(d)bɛd/]
childishness	US	[/ˈt͡ʃaɪld.ɪʃ.nəs/]
children	US	[/ˈt͡ʃɪldɹən/]
chile	US	[/ˈt͡ʃɪli/]
chili	US	[/ˈt͡ʃɪli/]
chiliagon	US	[/ˈkɪliəɡən/]
chiliahedron	US	[/kɪlɪəˈhiːdɹən/]
china	US	[/ˈt͡ʃaɪnə/]
chinning	US	[/ˈt͡ʃɪnɪŋ/]
chlorine	US	[/ˈklɔɹin/]
chlorite	US	[/ˈklɔɹˌaɪt/]
chlorous	US	[-ɔːɹəs]
choad	US	[/tʃoʊd/]
chockablock	US	[/ˈt͡ʃɒkəˌblɒk/]
chocolate	US	[/ˈt͡ʃɔk(ə)lɪt/]
chocolatine	US	[-iːn]
chocolatini	US	[-iːni]
chode	US	[/tʃoʊd/]
choked	US	[/t͡ʃoʊkt/]
choking	US	[/ˈt͡ʃoʊkɪŋ/]
cholera	US	[/ˈkɑləɹə/]
chomp	US	[/t͡ʃɑmp/]
chonies	US	[/ˈtʃoʊ.nis/]
chop	US	[/t͡ʃɑp/]
chopped	US	[/t͡ʃɑpt/]
chopper	US	[/ˈt͡ʃɑ.pɚ/]
chopstick	US	[/ˈt͡ʃɑp.stɪk/]
chopsticks	US	[/ˈt͡ʃɑpstɪks/]
Chorasmian	US	[/kəˈɹæz.mi.ən/]
chord	US	[/kɔɹd/]
chorister	US	[/ˈkɔɹɪstɚ/]
chortle	US	[/ˈt͡ʃɔɹtəl/, [ˈt͡ʃɔɹɾɫ̩]]
chose	US	[/t͡ʃoʊz/]
chowder	US	[/ˈt͡ʃaʊdɚ/]
chowderhead	US	[/ˈt͡ʃaʊdɚhɛd/]
chrestomathy	US	[/kɹɛˈstɒməθi/]
Chrismahanukwanzakah	US	[/ˌkɹɪs.məˌhɑ.nəˈkwɑn.zə.kə/]
Chrismukkah	US	[/ˈkɹɪsmʊkə/]
Christianity	US	[/ˌkɹɪst͡ʃiˈænɪti/]
chromatid	US	[/ˈkɹəʊmətɪd/]
chrome	US	[/kɹoʊm/]
chromic	US	[-əʊmɪk]
chromium	US	[/ˈkɹoʊ.mi.əm/]
chronological	US	[/ˌkɹɒnəˈlɒd͡ʒɪkəl/]
chronometer	US	[/kɹəˈnɑ.mə.tɚ/, [kɹəˈnɑ.mə.ɾɚ]]
chrysopoeia	US	[/kɹɪsəˈpiːə/]
chthonophagia	US	[/ˌθɑn.oʊˈfeɪ.d͡ʒi.ə/]
chubby	US	[/ˈt͡ʃʌbi/]
chucklehead	US	[/ˈt͡ʃʌkl̩ˌhɛd/]
church	US	[/t͡ʃɝt͡ʃ/]
Church	US	[-ɜː(ɹ)tʃ]
churches	US	[/ˈt͡ʃɝt͡ʃɪz/]
churchyard	US	[/ˈt͡ʃɝt͡ʃ.jɑɹd/]
churl	US	[/t͡ʃɝl/]
churlish	US	[/ˈt͡ʃɝːlɪʃ/]
churn	US	[/t͡ʃɝn/]
churnalism	US	[/ˈtʃəːnəlɪzəm/]
chutzpah	US	[/ˈxʊts.pɑ/]
chymistry	US	[/ˈkɪ.mə.stɹi/]
chyron	US	[/ˈkaɪɹɑn/]
CIA	US	[/ˌsiːˌaɪˈeɪ/]
cichlid	US	[/ˈsɪklɪd/]
cider	US	[/ˈsaɪ̯.dɚ/]
cigar	US	[/sɪˈɡɑɹ/]
cinches	US	[-ɪntʃɪz]
cinema	US	[/ˈsɪn.ə.mə/]
cinque	US	[/sɪŋk/]
cinque	US	[/sæŋk/]
cipher	US	[/ˈsaɪfɚ/]
circa	US	[/ˈsɝkə/]
circle	US	[/ˈsɝkl̩/]
circles	US	[/ˈsɝkl̩z/]
circuit	US	[/ˈsɝ.kɪt/]
circular	US	[/ˈsɝ.kjə.lɚ/]
circulate	US	[/ˈsɚ.kjʊˌleɪt/]
circulation	US	[/ˌsɝkjʊˈleɪʃən/]
circumflex	US	[/ˈsɝ.kəmˌflɛks/]
circumlocutionary	US	[/ˌsɝːkəmləˈkjuːʃənɛɹi/]
circumnavigate	US	[/ˌsɝ.kəmˈnæv.ɪ.ɡeɪt/]
circumnavigation	US	[-eɪʃən]
circumpolar	US	[-əʊlə(ɹ)]
circumscribe	US	[/ˈsɝ.kəm.skɹaɪb/]
circumspect	US	[/ˈsɝ.kəm.spɛkt/]
circumstance	US	[/ˈsɝ.kəmˌstæns/]
circumstances	US	[/ˈsɝkəmstænsɪz/]
circus	US	[/ˈsɝkəs/]
cirrhosis	US	[/sɪˈɹoʊ.sɪs/]
cisgender	US	[/sɪsˈd͡ʒɛndɚ/]
cister	US	[/ˈsɪs.tɚ/]
cistern	US	[/ˈsɪs.tɚn/]
cisters	US	[/ˈsɪs.tɚz/]
citizens	US	[/ˈsɪt.ɪ.zənz/]
citizenship	US	[/sɪtɪzənʃɪp/]
citogenesis	US	[/ˌsaɪt.əʊˈdʒɛn.ə.sɪs/]
citrus	US	[/ˈsɪtɹəs/]
city	US	[/ˈsɪti/]
civilian	US	[/sɪˈvɪljən/]
civilisation	US	[/ˌsɪv.ɪ.lɪˈzeɪ.ʃən/]
civilised	US	[/ˈsɪv.ɪ.laɪzd/]
civilized	US	[/ˈsɪv.ɪ.laɪzd/]
civvies	US	[/ˈsɪv.is/]
clairvoyant	US	[/ˌklɛɹˈvɔɪ.ənt/]
clamor	US	[/ˈklæm.ɚ/]
clamour	US	[/ˈklæm.ɚ/]
clang	US	[-æŋ]
clapboard	US	[/ˈklæb(ə)ɹd/]
claps	US	[/klæps/]
claptrap	US	[/ˈklæpˌtɹæp/]
clash	US	[/klæʃ/]
clasp	US	[/klæsp/]
classes	US	[/ˈklæsɪz/]
classical	US	[/ˈklæsɪkl̩/]
classless	US	[/ˈklæsləs/]
classwork	US	[/ˈklæsˌwɝk/]
classy	US	[-ɑːsi, -æsi]
clathrate	US	[/ˈklæθɹeɪt/]
clause	US	[/klɔz/]
claustrophobia	US	[/ˌklɑː.strəˈfoʊ.bi.ə/]
claw	US	[/klɔ/]
claymore	US	[/ˈkleɪmɔːɹ/]
clean	US	[/klin/, [kʰl̥ĩn]]
cleansing	US	[/ˈklɛn.zɪŋ/]
clear	US	[/klɪɹ/]
cleared	US	[/klɪɹd/]
clearer	US	[/ˈklɪɹɚ/]
clearing	US	[/ˈklɪɹ.ɪŋ/]
clearly	US	[/ˈklɪɚli/]
clematis	US	[/ˈklɛmətɪs/]
clement	US	[/ˈklɛmənt/]
clergy	US	[/ˈklɝd͡ʒi/]
clerical	US	[/ˈklɛɹɪkəl/]
clerk	US	[/klɝk/]
clever	US	[/ˈklɛvɚ/]
cleverness	US	[/ˈklɛvɚnəs/]
cliche	US	[/kliˈʃeɪ/]
cliffhanger	US	[/ˌklɪfˈhæŋ.ə(ɹ)/]
cliffy	US	[-ɪfi]
climatology	US	[/klaɪ.mɪˈtɑ.lə.d͡ʒi/]
clingfilm	US	[/ˈklɪŋfɪlm/]
clingwrap	US	[/ˈklɪŋˌɹæp/]
clinicide	US	[/ˈklɪnɪˌsaɪd/]
clithrophobia	US	[/klɪθɹəˈfoʊbiə/]
cloaca	US	[/kloʊˈeɪkə/]
cloak	US	[/ˈkloʊk/]
clod	US	[/klɑd/]
clodhopper	US	[/ˈklɑdˌhɑpɚ/]
clogger	US	[-ɒɡə(ɹ)]
cloister	US	[/ˈklɔɪstɚ/]
clone	US	[-əʊn]
clong	US	[/ˈklɑŋ/]
clopper	US	[-ɒpə(ɹ)]
clopping	US	[-ɒpɪŋ]
close	US	[/kloʊz/]
closed	US	[/kloʊzd/]
closely	US	[/ˈkləʊsliː/]
closeness	US	[/ˈkloʊs.nəs/]
closer	US	[/ˈkloʊ.sɚ/]
closer	US	[/ˈkloʊ.sɚ/]
closes	US	[/ˈkloʊzɪz/]
closest	US	[/ˈkloʊ.sɪst/]
closet	US	[/ˈklɑzɪt/]
closing	US	[/ˈkloʊzɪŋ/]
closure	US	[-əʊʒə(ɹ)]
clothe	US	[/ˈkloʊð/]
clothed	US	[/ˈkloʊðd/]
clothes	US	[/kloʊ(ð)z/]
clothes	US	[/kloʊ(ð)z/]
clothier	US	[/ˈkloʊðiə(ɹ)/]
clothing	US	[/ˈkloʊðɪŋ/]
cloudy	US	[/ˈkɫaʊdi/]
clove	US	[/kloʊv/]
cloverleaf	US	[/ˈkloʊvɚliːf/]
cloze	US	[/kloʊz/]
club	US	[/klʌb/]
clumsiness	US	[/ˈklʌm.zi.nəs/]
clumsy	US	[/ˈklʌmzi/]
clunky	US	[-ʌŋki]
coach	US	[/koʊt͡ʃ/, [kʰoʊ̯t͡ʃ]]
coagulate	US	[/koʊˈæɡ.jə.leɪt/]
coaled	US	[/koʊld/]
coalesce	US	[/ˌkoʊ.əˈlɛs/]
coarse	US	[/koɹs/, [kʰo̞ɹs]]
coast	US	[/koʊst/]
coat	US	[/koʊt/]
coats	US	[/koʊts/]
coax	US	[/koʊks/]
coaxial	US	[/koʊˈæk.sɪi.əl/]
cob	US	[/kɑb/]
cobble	US	[/ˈkɑ.bəl/, [ˈkɑ.bl̩]]
cobbler	US	[/ˈkɑblɚ/]
cobbler	US	[/ˈkɑbəlɚ/]
cobblestone	US	[/ˈkɑbl̩ˌstoʊn/]
cobweb	US	[/ˈkɒbwɛb/]
cocainomaniac	US	[-eɪniæk]
coccyx	US	[/ˈkɑksɪks/]
cock	US	[/kɑk/]
cocksucker	US	[-ɒksʌkə(ɹ)]
cockwarm	US	[/ˈkɑkˌwoɹm/]
cockwarming	US	[/ˈkɑkˌwoɹ.mɪŋ/]
coco	US	[/ˈkoʊ.koʊ/]
cocoa	US	[/ˈkoʊ.koʊ/]
cod	US	[/kɑd/]
coda	US	[/ˈkoʊ.də/]
codeine	US	[/ˈkoʊˌdiːn/]
codes	US	[/koʊdz/]
codex	US	[/ˈkoʊdɛks/]
codomain	US	[/ˌkoʊ.doʊˈmeɪn/]
codpiece	US	[/ˈkɒdˌpiːs/]
coelacanth	US	[/ˈsiː.lə.kænθ/]
coerce	US	[/koʊˈɝs/]
coffeemaking	US	[/ˈkɒf.i.meɪkɪŋ/]
coffeetini	US	[/ˈkɔ.fiˈtini/]
coffer	US	[/ˈkɔfɚ/]
coffin	US	[/ˈkɔfɪn/]
coffle	US	[/ˈkɔfl̩/]
cogent	US	[/ˈkoʊd͡ʒn̩t/]
cogitable	US	[/ˈkɑd͡ʒɪtəbəl/]
cogitabund	US	[/ˈkɑd͡ʒɪtəˌbʌnd/]
cognomen	US	[/kɒɡˈnoʊ.mən/]
cohere	US	[/koʊˈhɪɚ/]
coherence	US	[/koʊˈhɪɹ.ən(t)s/]
cohesive	US	[/koʊˈhiː.sɪv/]
cohort	US	[/ˈkoʊ̯.hɔɹt/]
coincide	US	[/ˌkoʊɪnˈsaɪd/]
cola	US	[/ˈkoʊlə/]
cold	US	[/koʊld/]
coldly	US	[/ˈkoʊldli/]
coldness	US	[/ˈkoʊldnəs/]
coleus	US	[/ˈkəʊ.li.əs/]
collar	US	[/ˈkɑ.ləɹ/]
collared	US	[/ˈkɑ.ləɹd/]
collected	US	[/kəˈlɛktɪd/]
collecting	US	[/kəˈlɛktɪŋ/]
collections	US	[/kəˈlɛkʃənz/]
college	US	[/ˈkɑlɪd͡ʒ/]
colleges	US	[/ˈkɑləd͡ʒɪz/]
collimator	US	[-eɪtə(ɹ)]
colloidal	US	[-ɔɪdəl]
colloquy	US	[/ˈkɒ.lə.kwi/]
collusion	US	[/kəˈluːʒən/]
cologne	US	[/kəˈloʊn/]
Colombia	US	[/kəˈlʌm.bi.ə/]
colonel	US	[/ˈkɝnəl/]
colonelcy	US	[/ˈkɜɹnəlsi/, [ˈkʰɚnl̩si]]
colonists	US	[/ˈkɑlənɪsts/]
colonoscopy	US	[/kɑləˈnɑskəpi/]
colophon	US	[/ˈkɒləfən/]
color	US	[/ˈkʌl.ɚ/]
coloration	US	[-eɪʃən]
colored	US	[/ˈkʌləɹd/]
colorful	US	[/ˈkʌlɚfəl/]
coloring	US	[-ʌlə(ɹ)]
coloring	US	[-ʌlə(ɹ)]
colorization	US	[-eɪʃən]
colors	US	[/ˈkʌl.ɚz/]
colourless	US	[/ˈkʌlə(ɹ).ləs/]
colt	US	[/koʊlt/]
Columbus	US	[/kəˈlʌmbəs/]
columns	US	[/ˈkɑləmz/]
comb	US	[/koʊm/]
combat	US	[-æt]
combat	US	[-æt]
comber	US	[/ˈkoʊmɚ/]
combination	US	[/kɑmbɪˈneɪʃən/]
combinations	US	[/kɑmbɪˈneɪʃənz/]
combinator	US	[/ˈkɑm.bɪˌneɪ.tɚ/, [ˈkɑm.bɪˌneɪ.ɾɚ]]
combinatorial	US	[/ˌkɑm.bɪn.əˈtɔɹ.i.əl/]
combustible	US	[/kəmˈbʌstɪbəl/]
combustion	US	[/kəmˈbʌs.t͡ʃən/]
come	US	[/kʌm/, [kʰʌm]]
comedy	US	[/ˈkɑmədi/]
comfort	US	[/ˈkʌm.fɚt/, [ˈkʰʌɱ.fɚt]]
comic	US	[/ˈkɑmɪk/]
comical	US	[/ˈkɑmɪkəl/]
comically	US	[/ˈkɑmɪk(ə)li/]
comitology	US	[/ˌkɑm.ɪˈtɑl.ə.d͡ʒi/]
comma	US	[/ˈkɑ.mə ~ ˈkɑ.mʌ/]
command	US	[/kəˈmænd/]
commanded	US	[/kəˈmændɪd/]
commander	US	[/kəˈmændɚ/]
commanders	US	[/kəˈmændɚz/]
commanding	US	[/kəˈmændɪŋ/]
commandment	US	[/kəˈmændmənt/]
commands	US	[/kəˈmændz/]
commenced	US	[/kəˈmɛnst/]
commencement	US	[/kəˈmɛnsmənt/]
commendation	US	[/ˌkɑmənˈdeɪʃən/]
comment	US	[/ˈkɑmɛnt/, [ˈkʰɑmɛnt]]
comments	US	[/ˈkɑmɛnts/]
commercial	US	[/kəˈmɝʃəl/]
comminute	US	[/ˈkɑ.mɪ.njuːt/]
commissioned	US	[/kəˈmɪʃənd/]
commissioners	US	[/kəˈmɪʃənɚz/]
committed	US	[/kəˈmɪtɪd/, [kəˈmɪɾ.ɪd], [kəˈmɪɾ.əd]]
committing	US	[/kəˈmɪtɪŋ/]
commodify	US	[/kəˈmɒdɪfɑj/]
commodious	US	[/kəˈmoʊdi.əs/]
commodore	US	[/ˈkɔ.mə.doɹ/]
commonly	US	[/ˈkɑmənli/]
commonplace	US	[/ˈkɑmənˌpleɪs/]
commons	US	[/ˈkɑmənz/]
commonwealth	US	[/ˈkɑmənˌwɛlθ/]
commune	US	[/ˈkɑmjuːn/]
communicant	US	[/kəˈmjuːnɪkənt/]
communicate	US	[/kəˈmjuːnɪkeɪt/]
communicated	US	[/kəˈmjuːnɪkeɪtɪd/]
communications	US	[/kəˌmjuːnɪˈkeɪʃənz/]
communism	US	[[ˈkɑ.mju.nɪ.zm̩], [ˈkɑ.mjə.nɪ.zm̩]]
communities	US	[/kəˈmjuːnɪtiz/]
comorbidity	US	[/ˌkəʊmɔː(ɹ)ˈbɪdɪti/]
Comoros	US	[/ˈkɒm.ə.ɹoʊz/]
companies	US	[/ˈkʌmpəniz/]
companions	US	[/kəmˈpænjənz/]
company	US	[/ˈkʌmpəni/]
compare	US	[/kəmˈpɛɚ/, [kəmˈpɛɚ], [kəmˈpɛɹ], [kəmˈpeɚ], [kəmˈpeɹ]]
compared	US	[/kəmˈpɛɹd/]
comparing	US	[/kəmˈpɛɹ.ɪŋ/]
compartmentalization	US	[/(ˌ)kɑm.pɑɹtˌmɛn.təl.əˈzeɪ.ʃən/]
compellation	US	[/ˌkɑmpəˈleɪʃən/]
compelling	US	[/kəmˈpɛlɪŋ/]
compensate	US	[/ˈkɑm.pənˌseɪt/]
compensation	US	[/ˌkɑm.pənˈseɪ.ʃən/]
competed	US	[/kəmˈpiːtɪd/]
competent	US	[/ˈkɒmpətənt/]
competing	US	[/kəmˈpiːtɪŋ/]
competition	US	[/ˌkɑːmpəˈtɪʃən/]
competitive	US	[/kəmˈpɛtɪtɪv/]
competitively	US	[/kəmˈpɛtɪtɪvli/]
compilation	US	[/kɑmpɪˈleɪʃən/]
complacent	US	[/kəmˈpleɪsənt/]
complained	US	[/kəmˈpleɪnd/]
complainer	US	[/kəmˈpleɪnɚ/]
complaining	US	[/kəmˈpleɪnɪŋ/]
complaints	US	[/kəmˈpleɪnts/]
complement	US	[/ˈkɑmpləmənt/]
complete	US	[/kəmˈpliːt/]
completed	US	[/kəmˈpliːtɪd/]
completely	US	[/kəmˈpliːtli/]
complexion	US	[/kəmˈplɛkʃən/]
complexity	US	[/kəmˈplɛk.sɪ.ti/]
